mushroom-Data,,dblp-Data,,dna-Data,,paleo-Data
[1] 0.08091966,,[1] 0.1107553,,,,[1] 0.02657619
[1] 0.1364074,,[1] 0.2173761,,,,[1] 0.04749788
[1] 0.1857299,,[1] 0.3195132,,,,[1] 0.06841956
[1] 0.2319697,,[1] 0.3994643,,,,[1] 0.08792762
[1] 0.2782095,,[1] 0.474524,,,,[1] 0.1051739
[1] 0.3213024,,[1] 0.5437023,,,,[1] 0.121572
[1] 0.3512727,,[1] 0.5989053,,,,[1] 0.1368391
[1] 0.3759339,,[1] 0.6486927,,,,[1] 0.1521063
[1] 0.4005523,,[1] 0.6966168,,,,[1] 0.166808
[1] 0.4238863,,[1] 0.7377861,,,,[1] 0.1815098
[1] 0.4439021,,[1] 0.7777907,,,,[1] 0.1962115
[1] 0.4634684,,[1] 0.8169801,,,,[1] 0.2103478
[1] 0.4829063,,[1] 0.8496477,,,,[1] 0.2239186
[1] 0.5002676,,[1] 0.8806266,,,,[1] 0.2372067
[1] 0.5171366,,[1] 0.9115472,,,,[1] 0.250212
[1] 0.5329352,,[1] 0.9386828,,,,[1] 0.2629347
[1] 0.5485839,,[1] 0.962441,,,,[1] 0.2756573
[1] 0.563569,,[1] 0.9827054,,,,[1] 0.28838
[1] 0.5772483,,[1] 1,,,,[1] 0.3011026
[1] 0.5900927,,,,,,[1] 0.3135426
[1] 0.6029371,,,,,,[1] 0.3256997
[1] 0.6156744,,,,,,[1] 0.3372915
[1] 0.6282619,,,,,,[1] 0.3488832
[1] 0.6406782,,,,,,[1] 0.3601923
[1] 0.6530516,,,,,,[1] 0.3712185
[1] 0.6653822,,,,,,[1] 0.3819621
[1] 0.6777128,,,,,,[1] 0.3927057
[1] 0.6899364,,,,,,[1] 0.4034493
[1] 0.7020958,,,,,,[1] 0.4139101
[1] 0.7135915,,,,,,[1] 0.4240882
[1] 0.7250658,,,,,,[1] 0.4342663
[1] 0.7355982,,,,,,[1] 0.443879
[1] 0.7456169,,,,,,[1] 0.4534917
[1] 0.7556355,,,,,,[1] 0.4631043
[1] 0.7656541,,,,,,[1] 0.4724343
[1] 0.7755015,,,,,,[1] 0.4814815
[1] 0.7852846,,,,,,[1] 0.4905287
[1] 0.7944469,,,,,,[1] 0.4992932
[1] 0.8036093,,,,,,[1] 0.5080577
[1] 0.8118083,,,,,,[1] 0.5165394
[1] 0.819836,,,,,,[1] 0.5250212
[1] 0.8278209,,,,,,[1] 0.533503
[1] 0.8350138,,,,,,[1] 0.5419847
[1] 0.8420354,,,,,,[1] 0.5504665
[1] 0.8489714,,,,,,[1] 0.5586655
[1] 0.8558217,,,,,,[1] 0.5668646
[1] 0.8625008,,,,,,[1] 0.5747809
[1] 0.8690514,,,,,,[1] 0.5826972
[1] 0.8754843,,,,,,[1] 0.5906135
[1] 0.8816068,,,,,,[1] 0.5982471
[1] 0.8873654,,,,,,[1] 0.6058807
[1] 0.8931026,,,,,,[1] 0.6135143
[1] 0.8987113,,,,,,[1] 0.6208651
[1] 0.9042772,,,,,,[1] 0.6279333
[1] 0.9096718,,,,,,[1] 0.6350014
[1] 0.9147668,,,,,,[1] 0.6415041
[1] 0.9196048,,,,,,[1] 0.6480068
[1] 0.9242288,,,,,,[1] 0.6545095
[1] 0.9286601,,,,,,[1] 0.6607294
[1] 0.9326847,,,,,,[1] 0.6669494
[1] 0.9366022,,,,,,[1] 0.6731694
[1] 0.9400274,,,,,,[1] 0.6793893
[1] 0.9432385,,,,,,[1] 0.6856093
[1] 0.9463212,,,,,,[1] 0.6918292
[1] 0.9492754,,,,,,[1] 0.6980492
[1] 0.9521011,,,,,,[1] 0.7042692
[1] 0.9548841,,,,,,[1] 0.7104891
[1] 0.9576242,,,,,,[1] 0.7164264
[1] 0.9603215,,,,,,[1] 0.7223636
[1] 0.9629546,,,,,,[1] 0.7283008
[1] 0.9654379,,,,,,[1] 0.7342381
[1] 0.9678355,,,,,,[1] 0.7401753
[1] 0.9701475,,,,,,[1] 0.7461125
[1] 0.9724595,,,,,,[1] 0.751767
[1] 0.974643,,,,,,[1] 0.7574215
[1] 0.9767838,,,,,,[1] 0.7630761
[1] 0.9788389,,,,,,[1] 0.7687306
[1] 0.980894,,,,,,[1] 0.7743851
[1] 0.9828634,,,,,,[1] 0.7800396
[1] 0.9847901,,,,,,[1] 0.7854114
[1] 0.9865883,,,,,,[1] 0.7907831
[1] 0.9883865,,,,,,[1] 0.7961549
[1] 0.9899493,,,,,,[1] 0.801244
[1] 0.9910624,,,,,,[1] 0.8063331
[1] 0.9919616,,,,,,[1] 0.8114221
[1] 0.9927322,,,,,,[1] 0.8162284
[1] 0.9935029,,,,,,[1] 0.8210348
[1] 0.9940167,,,,,,[1] 0.8258411
[1] 0.9945304,,,,,,[1] 0.8306474
[1] 0.9950442,,,,,,[1] 0.835171
[1] 0.995558,,,,,,[1] 0.8396947
[1] 0.9960718,,,,,,[1] 0.8442183
[1] 0.996532,,,,,,[1] 0.8487419
[1] 0.9969173,,,,,,[1] 0.8529828
[1] 0.9972599,,,,,,[1] 0.8572236
[1] 0.9975168,,,,,,[1] 0.8614645
[1] 0.9977736,,,,,,[1] 0.8657054
[1] 0.9980305,,,,,,[1] 0.8696636
[1] 0.9982874,,,,,,[1] 0.873339
[1] 0.9985443,,,,,,[1] 0.8770144
[1] 0.9987798,,,,,,[1] 0.8806899
[1] 0.9989724,,,,,,[1] 0.8843653
[1] 0.9991437,,,,,,[1] 0.8880407
[1] 0.999315,,,,,,[1] 0.8917161
[1] 0.9994434,,,,,,[1] 0.8953916
[1] 0.9995719,,,,,,[1] 0.899067
[1] 0.9997003,,,,,,[1] 0.9027424
[1] 0.9997859,,,,,,[1] 0.9061351
[1] 0.9998716,,,,,,[1] 0.9095278
[1] 0.9999572,,,,,,[1] 0.9129206
[1] 0.9999786,,,,,,[1] 0.9163133
[1] 1,,,,,,[1] 0.919706
,,,,,,[1] 0.9230987
,,,,,,[1] 0.9264914
,,,,,,[1] 0.9298841
,,,,,,[1] 0.9332768
,,,,,,[1] 0.9366695
,,,,,,[1] 0.9397795
,,,,,,[1] 0.9428895
,,,,,,[1] 0.9459994
,,,,,,[1] 0.9491094
,,,,,,[1] 0.9522194
,,,,,,[1] 0.9553294
,,,,,,[1] 0.9584394
,,,,,,[1] 0.9612666
,,,,,,[1] 0.9640939
,,,,,,[1] 0.9669211
,,,,,,[1] 0.9697484
,,,,,,[1] 0.9725756
,,,,,,[1] 0.9754029
,,,,,,[1] 0.9782301
,,,,,,[1] 0.9810574
,,,,,,[1] 0.9838846
,,,,,,[1] 0.9867119
,,,,,,[1] 0.9895392
,,,,,,[1] 0.9923664
,,,,,,[1] 0.9949109
,,,,,,[1] 0.9974555
,,,,,,[1] 1
